RMA                 Product  Serial Number   Failure Code         City           Delivery Document  Failures
T2014120554115      01-01    H51369859       Electrical Problem   New York       B20141211252448    1
T2014120601540      02-09    T79700006       Software Problem     Atlanta        B20141218016098    1
T2014120602415      04-09    C74430671       Software Problem     Chicago        B20141211020153    1
T2014120602615      04-02    S92408787       Software Problem     New York       B20141210021020    1
T2014120603740      01-09    H91223817       Software Problem     New York       B20141208026192    1
T2014120604090      01-09    F64876834       Software Problem     New York       B20141219027704    1
T2014120604091      01-09    T25080661       Software Problem     Los Angeles    B20141208027707    1
T2014120604092      01-09    B96531638       Software Problem     Chicago        B20141211027715    1
T2014120604093      01-09    M89571811       Software Problem     Los Angeles    B20141217027722    1
T2014120604241      01-09    Q57497918       Software Problem     New York       B20141209028362    1
T2014120604945      01-02    B29156385       Software Problem     New York       B20141211031519    1
T2014120605336      01-02    E54360813       Software Problem     Los Angeles    B20141216033255    1
T2014120606085      01-02    B41390261       Software Problem     New York       B20141210036692    1
T2014120606086      01-02    G32185942       Software Problem     Chicago        B20141211036697    1
T2014120607077      01-02    K69708861       Software Problem     Los Angeles    B20141211041178    1
T2014120607078      01-02    J18821506       Software Problem     New York       B20141208041179    1
T2014120607079      01-02    Q92104823       Software Problem     Atlanta        B20141216041180    1
T2014120607080      01-02    S13656714       Software Problem     Los Angeles    B20141209041187    1
T2014120607081      01-02    T80198563       Software Problem     Los Angeles    B20141208041195    1
T2014120607503      01-01    P62013232       Software Problem     Los Angeles    B20141212042996    1
T2014120607504      01-01    S89957227       Software Problem     Los Angeles    B20141219043003    1
T2014120607505      01-01    G81245967       Software Problem     Atlanta        B20141208043009    1
T2014120607847      01-01    S22411143       Software Problem     New York       B20141208044553    1
T2014120608440      02-03    S99878109       No Problem Found     Los Angeles    B20141206047246    1
T2014120609817      01-09    F39897522       No Problem Found     New York       B20141209053470    1
T2014120611181      02-09    D97251629       No Problem Found     Atlanta        B20141208059651    1
T2014120611322      01-02    P27425014       No Problem Found     Los Angeles    B20141208060314    1
T2014120612097      01-02    R94782570       No Problem Found     New York       B20141208063829    1
T2014120612443      01-02    T54597619       No Problem Found     Atlanta        B20141209065389    1
T2014120612503      01-02    J90213257       No Problem Found     Chicago        B20141209065660    1
T2014120613103      04-09    S68961712       No Problem Found     Los Angeles    B20141208068315    1
T2014120613145      01-02    T58192436       No Problem Found     New York       B20141208068523    1
T2014120613185      01-01    G58964552       No Problem Found     Atlanta        B20141209068694    1
T2014120613670      02-09    J43731372       No Problem Found     Chicago        B20141209070891    1
T2014120613684      01-09    H60464109       No Problem Found     Los Angeles    B20141209070952    1
T2014120614032      02-09    A43761997       No Problem Found     Los Angeles    B20141208072443    1
T2014120614691      01-02    D28258882       No Problem Found     New York       B20141209075360    1
T2014120614812      02-09    F76314654       Optical Problem      New York       B20141211075903    1
T2014120615300      04-01    Q57163806       Optical Problem      Atlanta        B20141216078144    1
T2014120615301      04-01    L77673446       Optical Problem      New York       B20141215078150    1
T2014120615738      01-02    K40371278       Optical Problem      Atlanta        B20141212080188    1
T2014120615856      01-02    Q45820016       Optical Problem      Los Angeles    B20141211080706    1
T2014120616171      01-02    P64043262       Optical Problem      Chicago        B20141209082114    1
T2014120616172      01-02    A51946600       Optical Problem      Chicago        B20141211082120    1
T2014120616442      01-01    J89006773       No Problem Found     Los Angeles    B20141208083299    1
T2014120617008      01-02    C6807PART       No Problem Found     Los Angeles    B20141208085897    1
T2014120617227      02-09    G51833053       No Problem Found     New York       B20141208086939    1
T2014120617233      01-01    S20227965       No Problem Found     New York       B20141208086969    1
T2014120617353      02-09    S21400111       No Problem Found     New York       B20141208087500    1
T2014120617587      02-09    Q45482060       No Problem Found     Chicago        B20141208088499    1
T2014120617899      01-02    N12290268       No Problem Found     Los Angeles    B20141208089835    1
T2014120618006      01-02    Q68294841       No Problem Found     Atlanta        B20141209090384    1
T2014120618162      03-02    B65006324       No Problem Found     Los Angeles    B20141208091104    1
T2014120618719      01-02    D13677451       No Problem Found     Los Angeles    B20141208093608    1
T2014120618905      02-09    S26951277       No Problem Found     New York       B20141208094430    1
T2014120619033      01-09    H59028421       No Problem Found     Los Angeles    B20141208095013    1
T2014120619243      04-09    G77202392       No Problem Found     New York       B20141208095977    1
T2014120619514      02-09    R53293151       No Problem Found     Los Angeles    B20141208097229    1
T2014120620232      02-09    N99631282       No Problem Found     New York       B20141208100447    1
T2014120620267      01-02    D12595054       No Problem Found     Los Angeles    B20141208100612    1
T2014120620718      02-09    H22630697       No Problem Found     Los Angeles    B20141208102640    1
T2014120622248      01-02    R63518773       No Problem Found     New York       B20141209109555    1
T2014120622310      04-01    N56160835       No Problem Found     Chicago        B20141208109821    1
T2014120622656      01-09    Q25381388       No Problem Found     Chicago        B20141208111445    1
T2014120622876      01-02    J58375748       No Problem Found     Los Angeles    B20141208112427    1
T2014120623586      02-01    K87260875       No Problem Found     Los Angeles    B20141208115617    1
T2014120624072      02-09    T85057280       No Problem Found     Chicago        B20141208117807    1
T2014120625474      01-01    T39510848       No Problem Found     New York       B20141208124008    1
T2014120625668      01-02    H90602017       No Problem Found     Atlanta        B20141208124909    1
T2014120626030      01-09    E44871781       No Problem Found     Los Angeles    B20141208126495    1
T2014120626395      01-02    L55764609       No Problem Found     Atlanta        B20141208128177    1
T2014120626918      02-09    Q63885238       No Problem Found     Chicago        B20141208130498    1
T2014120627168      03-02    B91080912       No Problem Found     Los Angeles    B20141208131599    1
T2014120627185      01-09    H55972726       No Problem Found     Los Angeles    B20141208131691    1
T2014120627208      02-09    E57964728       No Problem Found     Atlanta        B20141208131809    1
T2014120627215      02-03    R57023347       No Problem Found     Atlanta        B20141208131839    1
T2014120627623      04-01    C94872783       No Problem Found     New York       B20141208133558    1
T2014120627795      01-01    P44235679       No Problem Found     Los Angeles    B20141209134285    1
T2014120628494      02-09    P67754891       No Problem Found     Los Angeles    B20141208137398    1
T2014120630182      01-02    R42830206       No Problem Found     Atlanta        B20141209145053    1
T2014120630404      02-09    T47299730       No Problem Found     Los Angeles    B20141208146037    1
T2014120631434      01-02    H66888642       No Problem Found     Los Angeles    B20141208150628    1
T2014120631882      02-09    N10983196       No Problem Found     Chicago        B20141208152621    1
T2014120632352      01-02    K23482060       No Problem Found     Los Angeles    B20141208154728    1
T2014120632674      02-09    S33341053       No Problem Found     New York       B20141209156228    1
T2014120633095      04-02    L39036702       No Problem Found     New York       B20141208158189    1
T2014120633160      01-09    Q81157787       No Problem Found     New York       B20141209158500    1
T2014120633179      01-02    M86496951       No Problem Found     Chicago        B20141209158581    1
T2014120634643      01-02    C85249406       No Problem Found     Los Angeles    B20141208165097    1
T2014120634844      02-09    Q34741468       No Problem Found     Atlanta        B20141208166033    1
T2014120636301      01-01    K95614944       No Problem Found     Chicago        B20141209172579    1
T2014120636536      01-02    F11782438       No Problem Found     New York       B20141208173642    1
T2014120636556      01-09    A48416424       No Problem Found     New York       B20141208173743    1
T2014120636656      02-09    C44735269       No Problem Found     Atlanta        B20141208174228    1
T2014120636731      04-09    T29611768       No Problem Found     Chicago        B20141208174552    1
T2014120637605      01-02    N78411996       No Problem Found     Atlanta        B20141208178537    1
T2014120637811      04-09    T39022741       No Problem Found     Los Angeles    B20141209179474    1
T2014120638777      02-09    K36433838       Mechanical Problem   New York       B20141210183802    1
T2014120639724      04-09    G43257045       Mechanical Problem   Atlanta        B20141209187910    1
T2014120640474      03-02    Q87381553       Mechanical Problem   New York       B20141211191281    1
T2014120640793      02-01    E61914952       Mechanical Problem   Los Angeles    B20141212192757    1
T2014120641179      01-09    P99672906       Mechanical Problem   New York       B20141215194441    1
T2014120641340      01-09    F20047783       Mechanical Problem   Los Angeles    B20141217195164    1
T2014120641407      01-09    Q49676855       Mechanical Problem   New York       B20141219195456    1
T2014120641461      01-09    G80154623       Mechanical Problem   Los Angeles    B20141208195691    1
T2014120642121      01-02    L24040299       Mechanical Problem   Los Angeles    B20141208198623    1
T2014120642196      01-02    Q74648069       Mechanical Problem   Los Angeles    B20141212198937    1
T2014120642376      01-02    P47233424       Mechanical Problem   New York       B20141210199738    1
T2014120643486      01-02    Q29624817       Mechanical Problem   New York       B20141218204753    1
T2014120643801      01-01    R46688997       Mechanical Problem   New York       B20141210206201    1
T2014120643959      01-01    R24348736       Mechanical Problem   Atlanta        B20141210206882    1
T2014120644859      02-09    J51305066       Electrical Problem   Los Angeles    B20141209210961    1
T2014120644917      02-09    T30913321       Electrical Problem   Los Angeles    B20141208211201    1
T2014120645864      02-09    K89321133       Electrical Problem   Los Angeles    B20141210215348    1
T2014120646179      02-09    N42764824       Electrical Problem   Los Angeles    B20141209216745    1
T2014120646788      02-09    Q41586672       Electrical Problem   New York       B20141208219575    1
T2014120646918      04-09    J37284018       Electrical Problem   Atlanta        B20141211220140    1
T2014120646919      04-09    K46617247       Electrical Problem   Atlanta        B20141211220148    1
T2014120646920      04-09    S68183672       Electrical Problem   New York       B20141209220152    1
T2014120647218      04-09    L27305507       Electrical Problem   New York       B20141209221478    1
T2014120647219      04-09    R58958399       Electrical Problem   New York       B20141219221486    1
T2014120647300      04-09    P56654561       Electrical Problem   New York       B20141210221819    1
T2014120648008      04-01    B30360998       Electrical Problem   New York       B20141212225020    1
T2014120648160      03-02    N67847411       Electrical Problem   New York       B20141209225713    1
T2014120648403      03-01    T87950010       Electrical Problem   Atlanta        B20141210226817    1
T2014120649048      01-09    D48828347       Electrical Problem   New York       B20141216229694    1
T2014120649694      01-09    F71864056       Electrical Problem   New York       B20141209232642    1
T2014120649696      01-09    Q70717601       Electrical Problem   Los Angeles    B20141218232652    1
T2014120650666      01-02    B45386513       Electrical Problem   Los Angeles    B20141209236965    1
T2014120650667      01-02    D12556509       Electrical Problem   New York       B20141208236966    1
T2014120651315      01-02    C44497030       Electrical Problem   New York       B20141209239890    1
T2014120651317      01-02    P46679318       Electrical Problem   New York       B20141209239899    1
T2014120651528      01-02    T41258196       Electrical Problem   New York       B20141210240875    1
T2014120652088      01-02    L40361010       Electrical Problem   Los Angeles    B20141210243346    1
T2014120653324      01-02    T59050766       Electrical Problem   Atlanta        B20141209248942    1
T2014120653859      01-01    A58705150       Electrical Problem   New York       B20141210251345    1
T2014120653860      01-01    K90419846       Electrical Problem   Atlanta        B20141209251351    1
T2014120653861      01-01    J56790223       Electrical Problem   Los Angeles    B20141208251357    1
T2014120654116      01-01    A53273781       Electrical Problem   New York       B20141211252454    1
T2014120654117      01-01    L47422452       Electrical Problem   Los Angeles    B20141209252460    1
T2014120700725      02-09    E87315034       Software Problem     Atlanta        B20141217012456    1
T2014120701051      02-09    P85213258       Software Problem     New York       B20141209013897    1
T2014120701379      02-09    R10047307       Software Problem     Atlanta        B20141209015349    1
T2014120702049      04-09    Q39794020       Software Problem     New York       B20141208018447    1
T2014120702616      04-02    K37578702       Software Problem     Los Angeles    B20141211021028    1
T2014120702897      04-01    K82770917       Software Problem     New York       B20141210022325    1
T2014120703622      01-09    L94323380       Software Problem     New York       B20141219025628    1
T2014120703703      01-09    G99641606       Software Problem     Los Angeles    B20141210025997    1
T2014120703751      01-09    A30471502       Software Problem     New York       B20141210026238    1
T2014120704094      01-09    P47199052       Software Problem     New York       B20141218027727    1
T2014120704177      01-09    B25671138       Software Problem     Chicago        B20141210028125    1
T2014120704946      01-02    C40341807       Software Problem     New York       B20141211031526    1
T2014120704947      01-02    B39384335       Software Problem     Los Angeles    B20141209031527    1
T2014120704948      01-02    L14484069       Software Problem     Atlanta        B20141210031528    1
T2014120705134      01-02    Q58580010       Software Problem     Atlanta        B20141216032410    1
T2014120705135      01-02    Q89439233       Software Problem     New York       B20141210032411    1
T2014120705337      01-02    D82887275       Software Problem     Chicago        B20141219033258    1
T2014120705441      01-02    S13586855       Software Problem     Los Angeles    B20141208033754    1
T2014120706087      01-02    Q38891231       Software Problem     New York       B20141209036701    1
T2014120706088      01-02    H16673064       Software Problem     Los Angeles    B20141212036707    1
T2014120707083      01-02    Q36150470       Software Problem     Chicago        B20141211041207    1
T2014120707085      01-02    D76712974       Software Problem     New York       B20141215041217    1
T2014120707086      01-02    B46073153       Software Problem     New York       B20141218041224    1
T2014120707087      01-02    Q83299225       Software Problem     New York       B20141208041226    1
T2014120707088      01-02    A95706364       Software Problem     New York       B20141210041229    1
T2014120707506      01-01    G86571246       Software Problem     New York       B20141211043010    1
T2014120707711      01-01    T11605954       Software Problem     New York       B20141208043937    1
T2014120707761      01-01    K63849917       Software Problem     New York       B20141215044146    1
T2014120708514      01-02    C47374327       No Problem Found     Los Angeles    B20141207047582    1
T2014120709354      01-02    B92742983       No Problem Found     New York       B20141208051410    1
T2014120709382      01-02    R60481208       No Problem Found     New York       B20141208051522    1
T2014120709926      04-09    A71844031       No Problem Found     Atlanta        B20141208053964    1
T2014120710825      01-09    T48673333       No Problem Found     Atlanta        B20141209058017    1
T2014120711074      01-01    L80446316       No Problem Found     Los Angeles    B20141208059144    1
T2014120711453      01-02    R87661358       No Problem Found     Los Angeles    B20141208060869    1
T2014120712397      02-09    Q96483257       No Problem Found     Atlanta        B20141209065162    1
T2014120713403      02-01    C29869691       No Problem Found     Atlanta        B20141208069715    1
T2014120713600      01-01    G77112836       No Problem Found     New York       B20141209070602    1
T2014120713693      01-02    K20399343       No Problem Found     Los Angeles    B20141208071000    1
T2014120713889      01-09    H63927761       No Problem Found     New York       B20141208071851    1
T2014120714053      02-09    T91924945       No Problem Found     Chicago        B20141208072529    1
T2014120714772      02-09    S99327658       Optical Problem      New York       B20141210075731    1
T2014120715210      04-09    J14730706       Optical Problem      Atlanta        B20141211077736    1
T2014120716257      01-01    C65583470       Optical Problem      Los Angeles    B20141211082494    1
T2014120717205      04-01    S36590060       No Problem Found     Chicago        B20141208086838    1
T2014120717314      02-09    N16673044       No Problem Found     Atlanta        B20141208087330    1
T2014120717668      01-01    J80228278       No Problem Found     Chicago        B20141208088874    1
T2014120717906      01-01    J30041378       No Problem Found     Atlanta        B20141208089879    1
T2014120718155      02-09    M39574946       No Problem Found     Chicago        B20141208091068    1
T2014120718562      01-02    J40400075       No Problem Found     Atlanta        B20141209092886    1
T2014120718789      02-09    Q91855268       No Problem Found     New York       B20141208093908    1
T2014120718861      04-09    A90514010       No Problem Found     New York       B20141208094206    1
T2014120718902      02-09    G64544092       No Problem Found     Atlanta        B20141208094409    1
T2014120718969      02-09    R47541069       No Problem Found     New York       B20141208094745    1
T2014120719152      03-01    F77910007       No Problem Found     Los Angeles    B20141208095538    1
T2014120719815      01-02    Q70855280       No Problem Found     New York       B20141208098563    1
T2014120720841      01-02    D63869388       No Problem Found     Chicago        B20141208103245    1
T2014120721516      02-09    N59464626       No Problem Found     Los Angeles    B20141208106237    1
T2014120721644      01-01    G82041134       No Problem Found     New York       B20141208106816    1
T2014120722961      01-09    L24458703       No Problem Found     Atlanta        B20141209112796    1
T2014120723317      04-09    Q71054145       No Problem Found     Los Angeles    B20141208114438    1
T2014120723898      02-01    C68695077       No Problem Found     Los Angeles    B20141208116951    1
T2014120724083      01-02    D63591149       No Problem Found     Atlanta        B20141208117859    1
T2014120724199      02-09    Q61466097       No Problem Found     Atlanta        B20141209118337    1
T2014120724338      02-03    L51183400       No Problem Found     New York       B20141208118956    1
T2014120725895      02-09    Q98093096       No Problem Found     Los Angeles    B20141208125913    1
T2014120726192      02-09    N58842003       No Problem Found     Los Angeles    B20141208127222    1
T2014120726360      04-01    D19891039       No Problem Found     New York       B20141208128015    1
T2014120726723      01-09    L66288051       No Problem Found     Atlanta        B20141208129621    1
T2014120727080      02-09    L99238401       No Problem Found     Atlanta        B20141209131221    1
T2014120727253      03-02    D64558326       No Problem Found     New York       B20141208132000    1
T2014120727713      01-01    G84080201       No Problem Found     Los Angeles    B20141209133954    1
T2014120728164      01-02    B40529601       No Problem Found     Atlanta        B20141208135914    1
T2014120728460      01-02    C52808981       No Problem Found     Atlanta        B20141208137233    1
T2014120728700      01-02    F16499118       No Problem Found     Los Angeles    B20141209138391    1
T2014120729889      02-09    C24289421       No Problem Found     Chicago        B20141208143781    1
T2014120731080      02-09    N76083265       No Problem Found     Atlanta        B20141209149047    1
T2014120731582      02-09    B86181063       No Problem Found     New York       B20141208151301    1
T2014120732072      02-09    D31332252       No Problem Found     New York       B20141208153471    1
T2014120732384      01-09    H13324995       No Problem Found     Los Angeles    B20141209154864    1
T2014120732986      01-02    T44424591       No Problem Found     Los Angeles    B20141208157668    1
T2014120733037      02-03    K61988891       No Problem Found     New York       B20141208157933    1
T2014120733271      02-09    K55840593       No Problem Found     New York       B20141208158991    1
T2014120733401      02-09    Q50261923       No Problem Found     New York       B20141208159583    1
T2014120733954      03-01    R69360011       No Problem Found     New York       B20141209162037    1
T2014120734162      02-09    F99992526       No Problem Found     New York       B20141208162966    1
T2014120734203      02-09    Q60243285       No Problem Found     New York       B20141208163120    1
T2014120734771      01-09    B71409822       No Problem Found     New York       B20141209165675    1
T2014120735705      01-02    P16333320       No Problem Found     Los Angeles    B20141209169858    1
T2014120736253      01-02    N13439043       No Problem Found     New York       B20141208172370    1
T2014120736286      01-02    Q85361311       No Problem Found     Atlanta        B20141208172522    1
T2014120737289      02-09    F28854516       No Problem Found     Los Angeles    B20141208177132    1
T2014120738506      02-09    S45592404       Mechanical Problem   Los Angeles    B20141212182626    1
T2014120739280      02-09    S69599264       Mechanical Problem   Los Angeles    B20141219185972    1
T2014120739319      02-09    F57302457       Mechanical Problem   Atlanta        B20141210186171    1
T2014120739320      02-09    S52192061       Mechanical Problem   New York       B20141209186175    1
T2014120739913      04-09    P87840477       Mechanical Problem   Los Angeles    B20141210188794    1
T2014120740389      04-01    T62580488       Mechanical Problem   Los Angeles    B20141210190904    1
T2014120740944      01-09    D51053123       Mechanical Problem   Los Angeles    B20141210193400    1
T2014120740975      01-09    D30488571       Mechanical Problem   New York       B20141211193528    1
T2014120741982      01-02    K66486599       Mechanical Problem   Atlanta        B20141216197983    1
T2014120742122      01-02    K15988304       Mechanical Problem   Los Angeles    B20141212198630    1
T2014120743489      01-02    P69443473       Mechanical Problem   Los Angeles    B20141208204765    1
T2014120743802      01-01    E62377900       Mechanical Problem   Los Angeles    B20141209206206    1
T2014120743803      01-01    P88334207       Mechanical Problem   Chicago        B20141211206210    1
T2014120743994      01-01    Q26021189       Mechanical Problem   New York       B20141208207039    1
T2014120744918      02-09    N19284117       Electrical Problem   Los Angeles    B20141208211206    1
T2014120744919      02-09    Q59062214       Electrical Problem   New York       B20141211211213    1
T2014120744986      02-09    G11979025       Electrical Problem   Atlanta        B20141219211517    1
T2014120746181      02-09    H16043238       Electrical Problem   New York       B20141218216754    1
T2014120746486      02-09    Q43892695       Electrical Problem   Los Angeles    B20141210218147    1
T2014120746487      02-09    S11887007       Electrical Problem   Atlanta        B20141215218154    1
T2014120747221      04-09    J77021294       Electrical Problem   Atlanta        B20141217221499    1
T2014120748010      04-01    B19935015       Electrical Problem   New York       B20141219225025    1
T2014120748161      03-02    E51942268       Electrical Problem   Chicago        B20141208225719    1
T2014120748162      03-02    S15671553       Electrical Problem   New York       B20141208225725    1
T2014120748163      03-02    B49745275       Electrical Problem   New York       B20141209225730    1
T2014120748440      02-03    Q67007865       Electrical Problem   Chicago        B20141210226987    1
T2014120748526      02-03    N20045818       Electrical Problem   New York       B20141215227361    1
T2014120748746      02-01    B91820662       Electrical Problem   New York       B20141211228368    1
T2014120748983      01-09    J95508740       Electrical Problem   New York       B20141210229397    1
T2014120749113      01-09    T27522310       Electrical Problem   New York       B20141208229972    1
T2014120749114      01-09    Q11770017       Electrical Problem   New York       B20141217229975    1
T2014120749302      01-09    R77640179       Electrical Problem   Los Angeles    B20141210230898    1
T2014120749322      01-09    H66140198       Electrical Problem   New York       B20141211230980    1
T2014120749579      01-09    R37397951       Electrical Problem   New York       B20141210232126    1
T2014120749697      01-09    D28262521       Electrical Problem   Los Angeles    B20141209232653    1
T2014120749698      01-09    C84469127       Electrical Problem   Atlanta        B20141216232659    1
T2014120750931      01-02    D53268718       Electrical Problem   New York       B20141211238148    1
T2014120750932      01-02    P10296676       Electrical Problem   New York       B20141208238154    1
T2014120751184      01-02    F53331707       Electrical Problem   New York       B20141209239294    1
T2014120751185      01-02    F75041610       Electrical Problem   Atlanta        B20141209239302    1
T2014120751318      01-02    B52846852       Electrical Problem   Atlanta        B20141217239906    1
T2014120751529      01-02    H10203021       Electrical Problem   Los Angeles    B20141208240880    1
T2014120752202      01-02    Q84927060       Electrical Problem   Atlanta        B20141217243870    1
T2014120753329      01-02    E96303493       Electrical Problem   New York       B20141216248953    1
T2014120753330      01-02    P48805355       Electrical Problem   New York       B20141209248961    1
T2014120753331      01-02    Q30924708       Electrical Problem   Chicago        B20141212248967    1
T2014120753332      01-02    T31934729       Electrical Problem   Los Angeles    B20141211248969    1
T2014120753862      01-01    C95684626       Electrical Problem   New York       B20141212251360    1
T2014120753864      01-01    Q81122993       Electrical Problem   Atlanta        B20141210251363    1
T2014120753865      01-01    C88678897       Electrical Problem   Chicago        B20141208251367    1
T2014120754181      01-01    A72456708       Electrical Problem   Los Angeles    B20141215252754    1
T2014120754457      01-01    N73645130       Electrical Problem   New York       B20141212253906    1
T2014120754458      01-01    B52417328       Electrical Problem   New York       B20141219253913    1
T2014120754459      01-01    Q56574015       Electrical Problem   Atlanta        B20141211253919    1
T2014120754460      01-01    P44483422       Electrical Problem   Atlanta        B20141209253924    1
T2014120802494      04-02    Q21450001       Software Problem     Los Angeles    B20141215020478    1
T2014120802898      04-01    G49310524       Software Problem     Chicago        B20141212022330    1
T2014120808618      01-01    R64881764       No Problem Found     New York       B20141208048062    1
T2014120813481      01-02    C72945277       No Problem Found     Los Angeles    B20141209070093    1
T2014120819790      02-09    M86293289       No Problem Found     Los Angeles    B20141209098456    1
T2014120822167      01-01    Q34752321       No Problem Found     New York       B20141209109235    1
T2014120824000      01-01    A41002337       No Problem Found     Los Angeles    B20141209117437    1
T2014120828295      01-09    L70075187       No Problem Found     New York       B20141209136512    1
T2014120833389      02-09    F90576109       No Problem Found     Atlanta        B20141209159531    1
T2014120838170      04-09    B26341286       No Problem Found     Atlanta        B20141209181087    1
T2014120839654      02-09    L48102869       Mechanical Problem   New York       B20141212187588    1
T2014120849581      01-09    Q47001429       Electrical Problem   New York       B20141209232136    1
T2014120853333      01-02    G69934795       Electrical Problem   Los Angeles    B20141210248970    1
T2014121000429      02-09    A89316106       Software Problem     New York       B20141219011168    1
T2014121000685      02-09    T67016345       Software Problem     Los Angeles    B20141215012287    1
T2014121000686      02-09    R48110772       Software Problem     Atlanta        B20141211012295    1
T2014121000687      02-09    Q67061094       Software Problem     New York       B20141211012299    1
T2014121001054      02-09    L68105009       Software Problem     Los Angeles    B20141215013907    1
T2014121001944      02-09    H30826039       Software Problem     Los Angeles    B20141223017942    1
T2014121003273      02-03    G68548498       Software Problem     New York       B20141219024017    1
T2014121004095      01-09    E55427592       Software Problem     New York       B20141211027729    1
T2014121004950      01-02    G34257345       Software Problem     New York       B20141222031535    1
T2014121004952      01-02    H61882322       Software Problem     Chicago        B20141215031547    1
T2014121005543      01-02    L79695656       Software Problem     New York       B20141215034189    1
T2014121005617      01-02    L24503615       Software Problem     New York       B20141216034512    1
T2014121006090      01-02    D61235637       Software Problem     Chicago        B20141212036711    1
T2014121006091      01-02    Q72735509       Software Problem     New York       B20141211036715    1
T2014121007089      01-02    G76125371       Software Problem     New York       B20141215041230    1
T2014121007091      01-02    D26451071       Software Problem     Atlanta        B20141224041243    1
T2014121007092      01-02    H76151290       Software Problem     Chicago        B20141211041250    1
T2014121007094      01-02    Q69118741       Software Problem     New York       B20141212041252    1
T2014121007507      01-01    Q99818292       Software Problem     Los Angeles    B20141216043013    1
T2014121007508      01-01    R16452009       Software Problem     New York       B20141219043014    1
T2014121007878      01-01    G10974520       Software Problem     Los Angeles    B20141211044704    1
T2014121008286      01-01    J33773690       No Problem Found     Atlanta        B20141210046542    1
T2014121008997      02-09    Q52351879       No Problem Found     New York       B20141211049819    1
T2014121010444      01-01    L61708615       No Problem Found     Los Angeles    B20141211056327    1
T2014121011066      02-09    F12781504       No Problem Found     New York       B20141211059111    1
T2014121011341      02-09    J85321123       No Problem Found     New York       B20141212060381    1
T2014121011441      01-02    C78072949       No Problem Found     New York       B20141211060821    1
T2014121011982      01-02    T51800508       No Problem Found     Los Angeles    B20141211063297    1
T2014121012659      02-09    Q71311582       No Problem Found     Atlanta        B20141211066387    1
T2014121012743      02-01    J35341007       No Problem Found     Chicago        B20141211066758    1
T2014121012918      01-09    F72030200       No Problem Found     Los Angeles    B20141211067488    1
T2014121012963      01-02    K49687619       No Problem Found     New York       B20141211067669    1
T2014121013155      02-09    K75934117       No Problem Found     New York       B20141211068565    1
T2014121013247      02-09    R56292233       No Problem Found     New York       B20141212068991    1
T2014121013383      01-02    L19922339       No Problem Found     Los Angeles    B20141211069616    1
T2014121013524      01-02    K45354413       No Problem Found     New York       B20141212070284    1
T2014121013637      02-09    N97742325       No Problem Found     New York       B20141211070764    1
T2014121013750      02-09    A24174384       No Problem Found     New York       B20141211071241    1
T2014121014773      02-09    S50446013       Optical Problem      New York       B20141216075739    1
T2014121015498      01-09    H36137516       Optical Problem      New York       B20141216079041    1
T2014121016173      01-02    S29022343       Optical Problem      Los Angeles    B20141224082127    1
T2014121016174      01-02    S21832570       Optical Problem      New York       B20141212082128    1
T2014121016479      01-01    J57232331       No Problem Found     Los Angeles    B20141211083484    1
T2014121017436      02-09    C56223255       No Problem Found     New York       B20141212087847    1
T2014121017470      01-02    F62653804       No Problem Found     Los Angeles    B20141211088009    1
T2014121017726      02-09    K39453402       No Problem Found     New York       B20141211089123    1
T2014121018394      03-02    P57532026       No Problem Found     Los Angeles    B20141211092128    1
T2014121019401      01-02    Q95246201       No Problem Found     New York       B20141211096718    1
T2014121020936      01-01    E97424336       No Problem Found     New York       B20141211103665    1
T2014121020957      01-02    M64280868       No Problem Found     New York       B20141211103762    1
T2014121021543      01-02    J64968648       No Problem Found     New York       B20141211106353    1
T2014121022449      04-09    S99847118       No Problem Found     Los Angeles    B20141212110519    1
T2014121022523      01-02    N47645798       No Problem Found     New York       B20141211110846    1
T2014121023211      01-02    G26445527       No Problem Found     New York       B20141211113956    1
T2014121023412      01-02    Q20130231       No Problem Found     Los Angeles    B20141211114875    1
T2014121025232      04-01    A11291020       No Problem Found     Los Angeles    B20141211122897    1
T2014121025776      04-02    L87382571       No Problem Found     New York       B20141211125390    1
T2014121025865      01-01    H51472429       No Problem Found     Los Angeles    B20141212125771    1
T2014121025884      01-02    J21502139       No Problem Found     Los Angeles    B20141211125864    1
T2014121026267      02-09    R48396092       No Problem Found     Atlanta        B20141211127583    1
T2014121026649      01-09    K47550155       No Problem Found     New York       B20141211129291    1
T2014121026799      01-01    T66591929       No Problem Found     New York       B20141211129956    1
T2014121026842      02-09    Q44213730       No Problem Found     Los Angeles    B20141212130144    1
T2014121027393      02-02    H32819534       No Problem Found     Los Angeles    B20141211132584    1
T2014121027635      01-09    H14181526       No Problem Found     Los Angeles    B20141211133602    1
T2014121027737      01-09    R35208302       No Problem Found     Atlanta        B20141211134055    1
T2014121027738      01-02    T37365243       No Problem Found     Atlanta        B20141211134059    1
T2014121028157      01-02    H37915084       No Problem Found     Los Angeles    B20141211135887    1
T2014121028302      02-09    F17701072       No Problem Found     Los Angeles    B20141211136553    1
T2014121029542      01-02    L28252352       No Problem Found     Los Angeles    B20141211142198    1
T2014121029897      02-09    L42082052       No Problem Found     Los Angeles    B20141212143808    1
T2014121030407      01-02    B85648158       No Problem Found     New York       B20141211146048    1
T2014121031055      01-02    E53363873       No Problem Found     New York       B20141211148938    1
T2014121031086      01-02    B30473716       No Problem Found     New York       B20141211149072    1
