RMA	Product	Serial Number	Failure Code	Start Date	Finish Date	Failures
W0496344	CL	M59034151	Electrical Problem	20140207	20140211	1
W0496359	PO	A97205205	Electrical Problem	20140531	20140606	1
W0496373	CL	D44589997	Electrical Problem	20140719	20140721	1
W0496380	PO	K29654043	Electrical Problem	20140703	20140708	1
W0496387	CO	M53716537	Electrical Problem	20140907	20140908	1
W0496388	CO	M85793640	Electrical Problem	20140928	20140930	1
W0496417	MO	N26040479	Electrical Problem	20141218	20141222	1
W0496444	BH	K20327745	Electrical Problem	20140315	20140320	1
W0496463	PO	K64105008	Electrical Problem	20141106	20141107	1
W0496475	BO	D13151621	Electrical Problem	20141213	20141217	1
W0496499	CL	A46534977	Electrical Problem	20141214	20141222	1
W0496511	CL	R33884956	Electrical Problem	20140824	20140826	1
W0496526	MO	Q98391647	Electrical Problem	20140928	20140930	1
W0496619	CO	P76405133	Electrical Problem	20141212	20141226	1
W0496628	CL	M83116519	Electrical Problem	20140328	20140403	1
W0496654	CL	P61283947	Electrical Problem	20140314	20140318	2
W0496669	MO	B92704061	Electrical Problem	20140911	20140912	1
W0496696	CL	R33105254	Electrical Problem	20140117	20140122	1
W0496698	PO	F18521796	Electrical Problem	20141030	20141104	1
W0496707	CO	C22051084	Electrical Problem	20141207	20141209	1
W0496790	MO	K81175644	Electrical Problem	20140817	20140826	1
W0496855	CO	E36394302	Electrical Problem	20140120	20140121	1
W0496863	PO	F10917328	Electrical Problem	20140427	20140506	1
W0496907	CO	P58138439	Electrical Problem	20140312	20140314	1
W0496930	CO	P36772916	Electrical Problem	20141003	20141017	1
W0496945	BH	F73194634	Electrical Problem	20141026	20141029	1
W0496948	BH	Q64018350	Electrical Problem	20140530	20140602	1
W0496987	CD	A21969900	Electrical Problem	20140612	20140616	1
W0497001	CL	Q64683489	Electrical Problem	20141219	20141223	1
W0497020	CO	J24961286	Electrical Problem	20141221	20141222	1
W0497031	MT	Q11290115	Electrical Problem	20140702	20140707	1
W0497062	PO	Q40412934	Electrical Problem	20140807	20140814	1
W0497064	CL	F64172230	Electrical Problem	20141207	20141209	1
W0497072	CL	L90092307	Electrical Problem	20140220	20140306	1
W0497075	BO	L48034413	Electrical Problem	20140509	20140513	1
W0497081	MC	K39691144	Electrical Problem	20140511	20140514	1
W0497106	MT	G22063027	Electrical Problem	20140604	20140605	1
W0497138	CD	F25049985	Electrical Problem	20140210	20140221	1
W0497187	MT	P41496790	Electrical Problem	20141107	20141112	1
W0497213	CO	Q51956657	Electrical Problem	20140214	20140217	1
W0497246	BH	Q95077812	Electrical Problem	20140118	20140131	1
W0497264	CL	P65672315	Electrical Problem	20140110	20140114	1
W0497275	PO	M25953036	Electrical Problem	20140723	20140724	1
W0497276	CL	Q37064363	Electrical Problem	20140627	20140708	1
W0497304	CD	R73465801	Electrical Problem	20140719	20140723	1
W0497312	BH	M25766830	Electrical Problem	20140312	20140321	1
W0497374	MO	K95693905	Electrical Problem	20140613	20140618	1
W0497388	CO	A50680621	Electrical Problem	20140522	20140527	1
W0497406	PL	S57264719	Electrical Problem	20141016	20141021	1
W0497423	CL	C23408922	Electrical Problem	20141107	20141112	1
W0497462	CO	J87286968	Electrical Problem	20140719	20140723	1
W0497468	PO	P37706282	Electrical Problem	20140104	20140106	1
W0497485	CL	E41676827	Electrical Problem	20140130	20140206	1
W0497508	PO	H68018103	Electrical Problem	20140709	20140716	1
W0497513	PO	E32494602	Electrical Problem	20140809	20140811	1
W0497522	PO	B98918179	Electrical Problem	20140606	20140610	1
W0497524	CD	T46816101	Electrical Problem	20141123	20141126	1
W0497526	PO	Q33109003	Electrical Problem	20141029	20141103	1
W0497547	CL	S45523845	Electrical Problem	20140612	20140617	1
W0497548	CO	C61960224	Electrical Problem	20141011	20141015	1
W0497557	CL	H56237682	Electrical Problem	20140425	20140430	1
W0497592	CS	B48543053	Electrical Problem	20141206	20141215	1
W0497597	CL	P43530931	Electrical Problem	20141123	20141125	1
W0497613	CO	P15326027	Electrical Problem	20140828	20140901	1
W0497648	CL	T31044798	Electrical Problem	20141023	20141028	1
W0497666	PD	T23525272	Electrical Problem	20140612	20140625	1
W0497671	CO	N76512054	Electrical Problem	20140803	20140804	1
W0497693	CD	K41115552	Electrical Problem	20140306	20140318	1
W0497696	CL	G19095512	Electrical Problem	20141121	20141126	1
W0497716	CL	Q16173938	Electrical Problem	20140928	20141002	1
W0497723	CO	H81370981	Electrical Problem	20140125	20140127	1
W0497730	PO	R80754484	Electrical Problem	20141218	20141222	1
W0497738	PO	S60217031	Electrical Problem	20140702	20140704	1
W0497757	CD	E38900680	Electrical Problem	20141009	20141023	1
W0497803	CO	N49915260	Electrical Problem	20140502	20140507	1
W0497811	CO	P10033042	Electrical Problem	20140525	20140527	1
W0497823	MO	G19140636	Electrical Problem	20141018	20141024	1
W0497829	CL	N51950788	Electrical Problem	20140627	20140702	1
W0497855	CO	D11609029	Electrical Problem	20140619	20140623	1
W0497876	BH	B21615558	Electrical Problem	20140919	20140922	1
W0497892	PO	K87359819	Electrical Problem	20140524	20140526	1
W0497902	CL	K43538152	Electrical Problem	20141205	20141219	1
W0497917	MT	T72535270	Electrical Problem	20141019	20141023	1
W0497926	MO	T52974247	Electrical Problem	20140120	20140122	1
W0497927	PO	M55268167	Electrical Problem	20140216	20140217	1
W0497971	CL	S26955257	Electrical Problem	20140905	20140908	1
W0497981	MC	T54396293	Electrical Problem	20140111	20140115	1
W0497986	CD	P26162095	Electrical Problem	20140813	20140825	1
W0498011	PD	D84359909	Electrical Problem	20140426	20140502	1
W0498050	PO	K59526380	Electrical Problem	20140710	20140714	1
W0498051	CO	B60923451	Electrical Problem	20141108	20141110	1
W0498063	BH	N28064580	Electrical Problem	20141109	20141111	1
W0498086	BH	T77098354	Electrical Problem	20141212	20141222	1
W0498091	CD	J56120443	Electrical Problem	20140712	20140715	1
W0498136	PO	F84623632	Electrical Problem	20140626	20140630	1
W0498144	MC	T65932834	Electrical Problem	20140301	20140305	1
W0498153	MO	M31116039	Electrical Problem	20140830	20140910	1
W0498200	CL	Q85157404	Electrical Problem	20140913	20140922	1
W0498217	CL	R51596457	Electrical Problem	20141213	20141217	1
W0498249	MO	N54412909	Electrical Problem	20141019	20141023	1
W0498332	PO	H70142861	Electrical Problem	20140315	20140318	1
W0498350	CO	Q14477406	Electrical Problem	20141213	20141216	1
W0498361	PD	L52321917	Electrical Problem	20140502	20140505	1
W0498374	CL	Q46303888	Electrical Problem	20141116	20141124	1
W0498388	BH	E51636900	Electrical Problem	20140327	20140331	1
W0498398	CD	Q67230298	Electrical Problem	20140413	20140416	1
W0498437	CL	S94451396	Electrical Problem	20140629	20140702	1
W0498460	BH	B83437830	Electrical Problem	20140914	20140915	1
W0498493	CL	L38936833	Electrical Problem	20140614	20140618	1
W0498501	CL	S93839614	Electrical Problem	20140503	20140505	1
W0498530	CS	N55812533	Electrical Problem	20140710	20140711	1
W0498580	BO	S64236117	Electrical Problem	20141213	20141215	1
W0498606	CL	R73761735	Electrical Problem	20140103	20140110	1
W0498612	PO	N27318894	Electrical Problem	20140909	20140916	1
W0498630	CL	E39857213	Electrical Problem	20140104	20140113	1
W0498634	CO	N16956511	Electrical Problem	20141112	20141118	1
W0498704	PO	B67049067	Electrical Problem	20141222	20141231	1
W0498727	CO	G15087485	Electrical Problem	20140130	20140131	1
W0498735	PO	R59866328	Electrical Problem	20140725	20140729	1
W0498743	PO	L69575040	Electrical Problem	20140227	20140303	1
W0498760	PO	C98700637	Electrical Problem	20141126	20141127	1
W0498775	CD	F12704598	Electrical Problem	20140511	20140513	1
W0498807	MO	C88751150	Electrical Problem	20140820	20140821	1
W0498819	PO	R63788003	Electrical Problem	20141212	20141218	1
W0498829	CO	S65563096	Electrical Problem	20140920	20140925	1
W0498839	CD	D17129418	Electrical Problem	20140611	20140616	1
W0498872	CD	H46393443	Electrical Problem	20141015	20141016	1
W0498882	MC	Q35121994	Electrical Problem	20140208	20140211	1
W0498884	CL	M34309247	Electrical Problem	20140613	20140618	1
W0498888	PO	D38226360	Electrical Problem	20141120	20141125	1
W0498933	CS	P10279180	Electrical Problem	20141010	20141013	1
W0498934	CL	Q58660308	Electrical Problem	20140125	20140131	1
W0498940	MO	G16182985	Electrical Problem	20140725	20140731	1
W0498970	MO	T14054790	Electrical Problem	20140308	20140312	1
W0499018	CL	F58485152	Electrical Problem	20140109	20140113	1
W0499025	CL	Q93309472	Electrical Problem	20140720	20140722	1
W0499036	PO	Q92460131	Electrical Problem	20140523	20140528	1
W0499066	PO	Q43426359	Electrical Problem	20141206	20141208	1
W0499090	MT	P61336249	Electrical Problem	20140607	20140610	1
W0499137	BH	D60866824	Electrical Problem	20140710	20140714	1
W0499142	PO	K97767638	Electrical Problem	20140821	20140826	1
W0499175	CO	Q48928493	Electrical Problem	20141206	20141208	1
W0499196	CO	D92283430	Electrical Problem	20140306	20140320	1
W0499214	MT	G10320971	Electrical Problem	20140525	20140603	1
W0499218	PO	M66435130	Electrical Problem	20140220	20140225	1
W0499230	CO	S52469755	Electrical Problem	20140912	20140915	1
W0499236	CO	E20470605	Electrical Problem	20140210	20140211	1
W0499263	CL	E41222339	Electrical Problem	20141121	20141124	1
W0499267	CL	K64827965	Electrical Problem	20140809	20140811	1
W0499290	CO	G47986648	Electrical Problem	20140816	20140819	1
W0499291	PL	H14299218	Electrical Problem	20140824	20140827	1
W0499292	CL	Q12238366	Electrical Problem	20140525	20140526	1
W0499295	CD	M86260243	Electrical Problem	20141112	20141113	1
W0499363	CL	M72484966	Electrical Problem	20140209	20140217	1
W0499385	CL	Q51154466	Electrical Problem	20141107	20141121	1
W0499416	PI	F53719783	Electrical Problem	20140711	20140716	1
W0499487	MO	K98881073	Electrical Problem	20140220	20140225	1
W0499541	CO	Q26356757	Electrical Problem	20140611	20140616	1
W0499547	MO	R72970633	Electrical Problem	20140222	20140227	1
W0499553	PO	L84830089	Electrical Problem	20141217	20141222	1
W0499569	BH	C43526789	Electrical Problem	20140630	20140701	1
W0499574	PO	B62936051	Electrical Problem	20140716	20140718	1
W0499592	CD	Q43386180	Electrical Problem	20140807	20140818	1
W0499594	PO	C33769130	Electrical Problem	20140110	20140114	1
W0499628	CD	S24888413	Electrical Problem	20141120	20141125	1
W0499668	MO	Q40005810	Electrical Problem	20141121	20141203	1
W0499680	CD	G17770168	Electrical Problem	20140830	20140902	1
W0499684	MO	E89595242	Electrical Problem	20141122	20141125	1
W0499697	PO	P88913810	Electrical Problem	20140106	20140109	1
W0499701	PO	D68166963	Electrical Problem	20140620	20140625	1
W0499710	CL	S19430075	Electrical Problem	20140509	20140512	1
W0499724	PD	A83883627	Electrical Problem	20140503	20140505	1
W0499731	CO	L87880225	Electrical Problem	20140312	20140313	1
W0499757	CD	R97817697	Electrical Problem	20140119	20140130	1
W0499764	PO	P44192023	Electrical Problem	20140907	20140908	1
W0499776	CL	Q69320988	Electrical Problem	20141204	20141209	1
W0499814	CO	S58515703	Electrical Problem	20140406	20140415	1
W0499866	BO	Q66482668	Electrical Problem	20141018	20141030	1
W0499876	PO	E39830398	Electrical Problem	20140524	20140526	1
W0499904	PO	T43113073	Electrical Problem	20140530	20140603	1
W0499931	CO	P89326322	Electrical Problem	20140423	20140424	1
W0499943	CD	R89955883	Electrical Problem	20141218	20141222	1
W0499955	MO	Q81804781	Electrical Problem	20140921	20140923	1
W0499956	CL	G39057152	Electrical Problem	20140220	20140221	1
W0499967	MC	C24423775	Electrical Problem	20140920	20140922	1
W0499972	CO	Q96576885	Electrical Problem	20140531	20140602	1
W0499981	CO	P65134234	Electrical Problem	20141109	20141110	1
W0499996	PO	T68152473	Electrical Problem	20140402	20140404	1
W0500015	CO	Q69380902	Electrical Problem	20140525	20140527	1
W0500024	CL	N27402209	Electrical Problem	20140906	20140909	1
W0500067	CL	M84266878	Electrical Problem	20141030	20141031	1
W0500083	CO	E18367728	Electrical Problem	20140920	20140926	1
W0500106	BH	L93030620	Electrical Problem	20141205	20141210	1
W0500170	CL	Q70785536	Electrical Problem	20141116	20141119	1
W0500173	CL	P68625894	Electrical Problem	20140302	20140311	1
W0500186	CD	P38106152	Electrical Problem	20140615	20140616	1
W0500192	MC	Q73522251	Electrical Problem	20140716	20140718	1
W0500202	BH	Q87049451	Electrical Problem	20140412	20140415	1
W0500243	PO	F42743004	Electrical Problem	20140914	20140916	1
W0500248	CL	P52532709	Electrical Problem	20141115	20141118	1
W0500255	MC	H58142737	Electrical Problem	20140203	20140207	1
W0500271	CO	A60718393	Electrical Problem	20140615	20140619	1
W0500305	BO	N30002091	Electrical Problem	20141024	20141031	1
W0500317	PL	R42491996	Electrical Problem	20140821	20140826	1
W0500336	PO	L85453136	Electrical Problem	20141218	20150101	1
W0500345	PO	S93792180	Electrical Problem	20141004	20141008	1
W0500349	CS	B51448233	Electrical Problem	20140207	20140220	1
W0500355	CO	H75209654	Electrical Problem	20141101	20141110	1
W0500363	PD	C33016521	Electrical Problem	20140419	20140423	1
W0500380	CL	H76670817	Electrical Problem	20140321	20140325	1
W0500383	CD	T14578685	Electrical Problem	20140912	20140917	1
W0500388	PO	T33700424	Electrical Problem	20140605	20140611	1
W0500401	CL	G98816358	Electrical Problem	20141220	20141223	1
W0500418	PO	G76050982	Electrical Problem	20141107	20141112	1
W0500430	PO	K47087345	Electrical Problem	20140914	20140924	1
W0500447	MO	J23272763	Electrical Problem	20140514	20140516	1
W0500456	CL	R16655189	Electrical Problem	20140822	20140825	1
W0500468	CL	S36517068	Electrical Problem	20140713	20140714	1
W0500475	CL	P49335349	Electrical Problem	20140309	20140319	1
W0500481	CL	G58169663	Electrical Problem	20140417	20140501	1
W0500482	CL	B84207662	Electrical Problem	20140815	20140829	1
W0500494	PO	R31899620	Electrical Problem	20140605	20140617	1
W0500549	PO	M59519313	Electrical Problem	20140209	20140211	1
W0500556	CL	Q18586614	Electrical Problem	20140116	20140120	1
W0500582	CL	P36528487	Electrical Problem	20140827	20140903	1
W0500596	PO	E89620070	Electrical Problem	20140216	20140219	1
W0500611	PO	J17666012	Electrical Problem	20140216	20140221	1
W0500637	CL	K25973115	Electrical Problem	20141126	20141127	1
W0500649	PO	S12910075	Electrical Problem	20140918	20140922	1
W0500660	PO	J77366528	Electrical Problem	20141107	20141118	1
W0500671	CL	P26826799	Electrical Problem	20141217	20141219	1
W0500672	CD	N58391182	Electrical Problem	20140514	20140515	1
W0500687	PO	Q77404805	Electrical Problem	20140119	20140121	1
W0500735	CL	Q67006445	Electrical Problem	20141126	20141204	1
W0500747	CL	C34262301	Electrical Problem	20140530	20140603	1
W0500783	CO	A79858561	Electrical Problem	20140709	20140723	1
W0500798	CL	R50734228	Electrical Problem	20140525	20140528	1
W0500832	MC	P14763230	Electrical Problem	20140516	20140529	1
W0500859	CL	N54226901	Electrical Problem	20140723	20140805	1
W0500903	CL	C50200843	Electrical Problem	20140910	20140916	1
W0500910	CD	J47644862	Electrical Problem	20141116	20141121	1
W0500912	CO	K11204758	Electrical Problem	20140827	20140901	1
W0500921	CL	K19301828	Electrical Problem	20140425	20140428	1
W0500942	CL	B26453390	Electrical Problem	20140102	20140108	1
W0500946	CD	H60871938	Electrical Problem	20141212	20141219	1
W0500956	CD	H73695595	Electrical Problem	20140417	20140418	1
W0500964	MO	F11605776	Electrical Problem	20140117	20140124	1
W0500970	MT	Q95350929	Electrical Problem	20141107	20141121	1
W0500987	PO	J52475103	Electrical Problem	20140613	20140618	1
W0501001	CL	G77149096	Electrical Problem	20140806	20140807	1
W0501010	CL	Q34209199	Electrical Problem	20140504	20140506	1
W0501037	MO	M96790040	Electrical Problem	20140831	20140903	1
W0501045	CL	Q59186721	Electrical Problem	20141024	20141030	1
W0501054	CL	K48135272	Electrical Problem	20141105	20141106	1
W0501061	CL	S84779660	Electrical Problem	20140214	20140217	1
W0501077	MT	A41463551	Electrical Problem	20141218	20141226	1
W0501081	CD	E17044521	Electrical Problem	20140507	20140508	1
W0501088	CO	Q71021933	Electrical Problem	20140725	20140728	1
W0501139	PO	Q37995018	Electrical Problem	20140516	20140519	1
W0501149	CL	B43320206	Electrical Problem	20140425	20140509	1
W0501157	PO	K27183414	Electrical Problem	20140514	20140515	1
W0501191	CL	T47147008	Electrical Problem	20141025	20141028	1
W0501232	CL	J20240231	Electrical Problem	20140105	20140108	1
W0501296	MO	D34730574	Electrical Problem	20141203	20141205	1
W0501458	CL	T20128409	Electrical Problem	20140119	20140120	1
W0501471	CD	C11036055	Electrical Problem	20141029	20141103	1
W0501475	CL	P23548256	Electrical Problem	20140413	20140415	1
W0501485	PD	N83786590	Electrical Problem	20140515	20140519	1
W0501516	PO	C35657967	Electrical Problem	20140102	20140115	1
W0501529	CL	F41130249	Electrical Problem	20140725	20140730	1
W0501537	MO	P15621238	Electrical Problem	20140802	20140805	1
W0501547	CD	Q50569502	Electrical Problem	20141029	20141106	1
W0501585	CD	S53595861	Electrical Problem	20140213	20140227	1
W0501593	CS	S12716559	Electrical Problem	20140815	20140820	1
W0501693	CD	K83149877	Electrical Problem	20140710	20140711	1
W0501732	MC	S93230407	Electrical Problem	20140214	20140219	1
W0501738	CL	H24795478	Electrical Problem	20140824	20140902	1
W0501770	CD	H66337429	Electrical Problem	20140801	20140805	1
W0501784	CL	D89512088	Electrical Problem	20140903	20140904	1
W0501800	CS	E31594654	Electrical Problem	20140815	20140821	1
W0501815	MT	T14995719	Electrical Problem	20140511	20140520	1
W0501841	MT	Q88116341	Electrical Problem	20140411	20140415	1
W0501861	PO	L12940074	Electrical Problem	20140125	20140129	1
W0501882	CD	T25050270	Electrical Problem	20140525	20140527	1
W0501980	CD	L43444145	Electrical Problem	20141105	20141112	1
W0501992	CD	D13024953	Electrical Problem	20141113	20141114	1
W0501997	MC	L23162640	Electrical Problem	20140719	20140722	1
W0502012	CO	L45767208	Electrical Problem	20140313	20140321	1
W0502015	CL	F31866367	Electrical Problem	20140621	20140624	1
W0502025	PO	Q32466135	Electrical Problem	20140523	20140530	1
W0502045	CD	Q93759150	Electrical Problem	20140130	20140211	1
W0502074	MO	N99960271	Electrical Problem	20140809	20140812	1
W0502094	CL	Q32034568	Electrical Problem	20140906	20140909	1
W0502099	CL	B69648178	Electrical Problem	20140925	20140926	1
W0502140	CL	A46237295	Electrical Problem	20140409	20140414	1
W0502244	CD	H40503346	Electrical Problem	20141010	20141014	1
W0502253	CL	S59628478	Electrical Problem	20141121	20141204	1
W0502255	PO	J61054136	Electrical Problem	20141217	20141223	1
W0502262	PO	H77419518	Electrical Problem	20140604	20140616	1
W0502291	CL	L15298587	Electrical Problem	20140510	20140514	1
W0502329	CO	Q63798221	Electrical Problem	20140924	20140925	1
W0502340	CD	K20681304	Electrical Problem	20140709	20140717	1
W0502400	CL	H63066856	Electrical Problem	20141122	20141126	1
W0502412	CL	R27119230	Electrical Problem	20140223	20140225	1
W0502415	CL	K67217025	Electrical Problem	20140731	20140813	1
W0502432	MT	L94050927	Electrical Problem	20140504	20140512	1
W0502475	CL	L75026112	Electrical Problem	20140327	20140328	1
W0502484	MO	C11284035	Electrical Problem	20140306	20140311	1
W0502495	CO	G31566706	Electrical Problem	20141218	20141222	1
W0502503	PO	K33423294	Electrical Problem	20140611	20140613	1
W0502522	CL	H14861122	Electrical Problem	20140919	20140929	1
W0502568	PO	J99628122	Electrical Problem	20140724	20140725	1
W0502591	CL	C43215841	Electrical Problem	20140705	20140708	1
W0502621	CL	N50286124	Electrical Problem	20140530	20140603	1
W0502637	BH	B97474759	Electrical Problem	20140320	20140321	1
W0502646	PD	L50942444	Electrical Problem	20140502	20140507	1
W0502655	CL	K46703998	Electrical Problem	20140204	20140210	1
W0502688	PO	S98668096	Electrical Problem	20140306	20140310	1
W0502698	PI	H82868662	Electrical Problem	20140713	20140714	1
W0502726	BH	P90756790	Electrical Problem	20140630	20140703	1
W0502733	PO	P42729637	Electrical Problem	20140702	20140703	1
W0502764	PO	Q32775062	Electrical Problem	20140611	20140616	1
W0502775	CD	K98275032	Electrical Problem	20140912	20140916	1
W0502797	CL	F77710843	Electrical Problem	20140126	20140128	1
W0502800	MO	H42010210	Electrical Problem	20141008	20141016	1
W0502819	CD	B14890271	Electrical Problem	20141023	20141024	1
W0502866	CD	T94032698	Electrical Problem	20140621	20140623	1
W0502900	CL	E88656276	Electrical Problem	20141106	20141107	1
W0502921	CL	A36751813	Electrical Problem	20140611	20140613	1
W0502926	CL	B88958141	Electrical Problem	20140713	20140714	1
W0502958	CL	D47779525	Electrical Problem	20141016	20141021	1
W0502965	BH	Q58531995	Electrical Problem	20140314	20140319	1
W0502970	PO	N11822633	Electrical Problem	20141107	20141112	1
W0503066	CO	M71793487	Electrical Problem	20141011	20141015	1
W0503077	CL	Q80759178	Electrical Problem	20140302	20140307	1
W0503102	CL	K44168181	Electrical Problem	20140627	20140701	1
W0503108	MC	F74710708	Electrical Problem	20140516	20140521	1
W0503121	CL	H47426530	Electrical Problem	20140507	20140520	1
W0503133	CL	Q71867034	Electrical Problem	20140905	20140909	1
W0503190	PO	M48132397	Electrical Problem	20140706	20140709	1
W0503217	CL	S50798995	Electrical Problem	20141217	20141219	1
W0503260	CL	Q87158424	Electrical Problem	20140425	20140508	1
W0503263	MO	H45282381	Electrical Problem	20140522	20140526	1
W0503266	PO	N75300668	Electrical Problem	20140120	20140122	1
W0503285	PD	S95461821	Electrical Problem	20140511	20140514	1
W0503296	CS	J13605557	Electrical Problem	20141218	20141225	1
W0503308	PO	G75058033	Electrical Problem	20141205	20141208	1
W0503352	CO	C64599186	Electrical Problem	20140118	20140120	1
W0503391	PO	R63710156	Electrical Problem	20140614	20140616	1
W0503442	CS	N90473260	Electrical Problem	20140608	20140609	1
W0503452	CL	H24752196	Electrical Problem	20140116	20140120	1
W0503461	PO	E29686146	Electrical Problem	20141026	20141029	1
W0503525	CO	E12960007	Electrical Problem	20140222	20140303	1
W0503577	CD	N86359730	Electrical Problem	20141211	20141212	1
W0503616	CL	B43770344	Electrical Problem	20140829	20140903	1
W0503619	CL	E58967966	Electrical Problem	20140910	20140919	1
W0503626	PO	G65748069	Electrical Problem	20140104	20140113	1
W0503645	CL	M62587194	Electrical Problem	20141116	20141118	1
W0503658	CL	L10099191	Electrical Problem	20141023	20141028	1
W0503660	PD	R46253660	Electrical Problem	20140521	20140522	1
W0503661	CO	S48597350	Electrical Problem	20141025	20141027	1
W0503668	PO	T98754369	Electrical Problem	20140623	20140624	1
W0503706	CL	L42702000	Electrical Problem	20141016	20141028	1
W0503755	CO	Q14992596	Electrical Problem	20140720	20140722	1
W0503788	CO	D27658225	Electrical Problem	20140822	20140826	1
W0503808	PO	S64305029	Electrical Problem	20140216	20140218	1
W0503843	CL	Q29611778	Electrical Problem	20140127	20140130	1
W0503846	CL	R47616580	Electrical Problem	20140119	20140129	1
W0503866	BH	G81281695	Electrical Problem	20140104	20140108	1
W0503896	CL	M18636374	Electrical Problem	20141220	20141223	1
W0503927	PO	B48801448	Electrical Problem	20140214	20140218	1
W0503950	PO	P51601967	Electrical Problem	20140330	20140402	1
W0503968	PO	G91561174	Electrical Problem	20141015	20141028	1
W0504000	PO	S10483768	Electrical Problem	20140302	20140303	1
W0504028	BH	S42382732	Electrical Problem	20141206	20141218	1
W0504063	CD	Q65404204	Electrical Problem	20140509	20140512	1
W0504098	MC	R76982235	Electrical Problem	20140124	20140127	1
W0504109	MO	E35218175	Electrical Problem	20140110	20140114	1
W0504126	BH	N36149102	Electrical Problem	20141205	20141210	1
W0504139	CL	L67112774	Electrical Problem	20141108	20141110	1
W0504149	PL	Q32217084	Electrical Problem	20140924	20140930	1
W0504151	MO	B24929608	Electrical Problem	20141106	20141110	1
W0504203	CL	M1545PART	Electrical Problem	20140627	20140710	1
W0504205	CL	H75417845	Electrical Problem	20141114	20141120	1
W0504268	CO	P55122041	Electrical Problem	20140425	20140507	1
W0504272	CL	Q35531103	Electrical Problem	20140214	20140217	1
W0504301	CD	Q78676067	Electrical Problem	20140423	20140425	1
W0504320	PL	T10762395	Electrical Problem	20141010	20141016	1
W0504323	PO	M48031213	Electrical Problem	20140830	20140901	1
W0504335	BO	D63612732	Electrical Problem	20140929	20141002	1
W0504345	CL	G35837197	Electrical Problem	20140815	20140822	1
W0504366	CL	G82196630	Electrical Problem	20140906	20140912	1
W0504377	PO	C37996506	Electrical Problem	20140713	20140716	1
W0504389	CL	E92478153	Electrical Problem	20141210	20141212	1
W0504391	CL	D41502964	Electrical Problem	20141018	20141021	1
W0504481	CL	T43396023	Electrical Problem	20141004	20141007	1
W0504523	CL	B13036343	Electrical Problem	20140808	20140812	1
W0504544	MC	R90052631	Electrical Problem	20140426	20140509	1
W0504579	BO	A73869475	Electrical Problem	20141207	20141210	1
W0504586	CO	P61645961	Electrical Problem	20140227	20140304	1
W0504598	PO	P76541331	Electrical Problem	20140828	20140901	1
W0504610	PO	D13829100	Electrical Problem	20141023	20141027	1
W0504614	PI	P38848861	Electrical Problem	20140630	20140702	1
W0504620	CL	S18223402	Electrical Problem	20140306	20140311	1
W0504645	MO	M11596679	Electrical Problem	20140801	20140804	1
W0504655	CO	G19638142	Electrical Problem	20141108	20141111	1
W0504664	CL	B21371322	Electrical Problem	20140702	20140707	1
W0504671	PO	Q90288006	Electrical Problem	20140629	20140704	1
W0504674	PO	C13213039	Electrical Problem	20140905	20140908	1
W0504684	CO	H21361831	Electrical Problem	20140321	20140325	1
W0504748	PD	S29713148	Electrical Problem	20140503	20140507	1
W0504766	CD	G55014137	Electrical Problem	20140630	20140710	1
W0504772	PO	R88664708	Electrical Problem	20140313	20140318	1
W0504781	CD	R35256480	Electrical Problem	20140705	20140707	1
W0504787	PO	M89570570	Electrical Problem	20140305	20140307	1
W0504836	CL	R70751007	Electrical Problem	20140831	20140909	1
W0504846	CL	S81585343	Electrical Problem	20140712	20140714	1
W0504897	CO	J49651891	Electrical Problem	20140716	20140729	1
W0504945	CO	M41264916	Electrical Problem	20140305	20140307	1
W0504976	PO	D32501142	Electrical Problem	20140113	20140124	1
W0505015	PO	H32060962	Electrical Problem	20140502	20140505	1
W0505033	CL	B71423419	Electrical Problem	20141220	20150101	1
W0505039	PO	C55738508	Electrical Problem	20141218	20141223	1
W0505073	PD	L95888702	Electrical Problem	20140524	20140526	1
W0505075	PO	Q72010858	Electrical Problem	20141029	20141103	1
W0505113	BH	G44940138	Electrical Problem	20141213	20141216	1
W0505123	MC	D12741114	Electrical Problem	20140810	20140822	1
W0505136	CD	C13226782	Electrical Problem	20140118	20140131	1
W0505146	MO	A97800184	Electrical Problem	20141112	20141113	1
W0505150	CD	H93940593	Electrical Problem	20140926	20140930	1
W0505170	BO	T46282044	Electrical Problem	20141113	20141118	1
W0505182	CL	B11099242	Electrical Problem	20140814	20140815	1
W0505189	BH	D99905004	Electrical Problem	20140330	20140402	1
W0505197	BO	B31160467	Electrical Problem	20140626	20140709	1
W0505201	BH	C67046380	Electrical Problem	20140305	20140307	1
W0505213	MO	L42845322	Electrical Problem	20140504	20140506	1
W0505230	CO	C73250162	Electrical Problem	20141101	20141104	1
W0505244	PO	C85142630	Electrical Problem	20140328	20140402	1
W0505256	MO	L20618129	Electrical Problem	20141023	20141028	1
W0505263	CL	D91398210	Electrical Problem	20141206	20141210	1
W0505276	CL	H21352218	Electrical Problem	20141025	20141027	1
W0505288	CL	L60434260	Electrical Problem	20140411	20140414	1
W0505289	CL	N19096292	Electrical Problem	20140109	20140114	1
W0505310	CO	S12321100	Electrical Problem	20140208	20140212	1
W0505324	PO	H68629344	Electrical Problem	20141114	20141119	1
W0505340	PO	G41078815	Electrical Problem	20140416	20140418	1
W0505373	CO	L87276670	Electrical Problem	20140706	20140716	1
W0505419	PO	L57247509	Electrical Problem	20140228	20140305	1
